client_id,visit_id,process_step,date_time,variation,tenure_years,age
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
4144091,511878372_48718609945_28979,start,2017-05-02 10:35:47,Test,21.0,25.0
664352,527477813_91670747431_732339,start,2017-05-03 11:21:14,Control,5.0,33.0
664352,527477813_91670747431_732339,start,2017-05-03 11:21:14,Control,5.0,33.0
1116906,140209031_20799602528_211802,start,2017-05-03 14:42:52,Control,6.0,28.0
1116906,140209031_20799602528_211802,start,2017-05-03 14:42:52,Control,6.0,28.0
9258505,537243761_78108065177_195053,start,2017-06-01 01:23:58,Test,16.0,33.0
9258505,537243761_78108065177_195053,start,2017-06-01 01:23:58,Test,16.0,33.0
5542145,158779035_71311524771_827015,start,2017-05-04 13:26:02,Control,33.0,63.0
5542145,158779035_71311524771_827015,start,2017-05-04 13:26:02,Control,33.0,63.0
6113239,149758077_37890758501_198952,start,2017-05-05 03:26:32,Control,19.0,30.0
6113239,149758077_37890758501_198952,start,2017-05-05 03:26:32,Control,19.0,30.0
5874124,266608561_43094624709_917723,start,2017-05-14 11:59:14,Test,14.0,73.0
5874124,266608561_43094624709_917723,start,2017-05-14 11:59:14,Test,14.0,73.0
5874124,266608561_43094624709_917723,start,2017-05-14 11:53:48,Test,14.0,73.0
5874124,266608561_43094624709_917723,start,2017-05-14 11:53:48,Test,14.0,73.0
1362382,812504114_12000524323_920997,start,2017-05-07 16:21:26,Control,6.0,54.0
1362382,812504114_12000524323_920997,start,2017-05-07 16:21:26,Control,6.0,54.0
8273350,602190180_38757744981_288938,start,2017-05-28 01:52:31,Control,10.0,56.0
8273350,602190180_38757744981_288938,start,2017-05-28 01:52:31,Control,10.0,56.0
6875260,52958234_89013868548_146078,start,2017-05-05 16:21:14,Test,8.0,69.0
6875260,52958234_89013868548_146078,start,2017-05-05 16:21:14,Test,8.0,69.0
6875260,52958234_89013868548_146078,start,2017-05-05 16:13:23,Test,8.0,69.0
6875260,52958234_89013868548_146078,start,2017-05-05 16:13:23,Test,8.0,69.0
6875260,52958234_89013868548_146078,start,2017-05-05 16:12:45,Test,8.0,69.0
6875260,52958234_89013868548_146078,start,2017-05-05 16:12:45,Test,8.0,69.0
6486127,89493689_99768376102_661419,start,2017-05-01 15:14:02,Control,9.0,61.0
6486127,89493689_99768376102_661419,start,2017-05-01 15:14:02,Control,9.0,61.0
4622994,244984913_52758210695_699508,start,2017-05-08 14:17:01,Control,24.0,47.0
4622994,244984913_52758210695_699508,start,2017-05-08 14:17:01,Control,24.0,47.0
3603649,254293185_35765336549_762784,start,2017-06-03 19:04:51,Control,27.0,86.0
3603649,254293185_35765336549_762784,start,2017-06-03 19:04:51,Control,27.0,86.0
7191059,497873570_46391527681_539313,start,2017-05-06 08:16:09,Test,16.0,58.0
7191059,497873570_46391527681_539313,start,2017-05-06 08:16:09,Test,16.0,58.0
3603649,481017443_6577003321_904480,start,2017-05-20 15:25:42,Control,27.0,86.0
3603649,481017443_6577003321_904480,start,2017-05-20 15:25:42,Control,27.0,86.0
8078832,743436805_20751397839_595935,start,2017-05-10 17:25:59,Test,15.0,53.0
8078832,743436805_20751397839_595935,start,2017-05-10 17:25:59,Test,15.0,53.0
5545425,192681882_51376282675_625945,start,2017-05-01 00:22:23,Control,11.0,42.0
5545425,192681882_51376282675_625945,start,2017-05-01 00:22:23,Control,11.0,42.0
5545425,192681882_51376282675_625945,start,2017-05-01 00:17:22,Control,11.0,42.0
5545425,192681882_51376282675_625945,start,2017-05-01 00:17:22,Control,11.0,42.0
7374336,506717622_56048689173_103758,start,2017-05-03 21:53:51,Control,6.0,57.0
7374336,506717622_56048689173_103758,start,2017-05-03 21:53:51,Control,6.0,57.0
5791057,338603842_97787648836_469639,start,2017-05-09 21:30:01,Test,6.0,50.0
5791057,338603842_97787648836_469639,start,2017-05-09 21:30:01,Test,6.0,50.0
9841100,847034436_37103517823_728503,start,2017-06-15 09:58:20,Control,15.0,34.0
9841100,847034436_37103517823_728503,start,2017-06-15 09:58:20,Control,15.0,34.0
8058142,333234616_92196923324_399074,start,2017-05-01 00:35:55,Control,10.0,52.0
8058142,333234616_92196923324_399074,start,2017-05-01 00:35:55,Control,10.0,52.0
3973242,96957135_49942943628_768111,start,2017-06-03 22:24:58,Control,5.0,46.0
3973242,96957135_49942943628_768111,start,2017-06-03 22:24:58,Control,5.0,46.0
9432754,740890239_95901864379_828774,start,2017-05-02 17:10:19,Control,7.0,50.0
9432754,740890239_95901864379_828774,start,2017-05-02 17:10:19,Control,7.0,50.0
3999608,837077267_74627926254_95187,start,2017-06-01 17:20:19,Control,7.0,87.0
3999608,837077267_74627926254_95187,start,2017-06-01 17:20:19,Control,7.0,87.0
3999608,837077267_74627926254_95187,start,2017-06-01 17:19:35,Control,7.0,87.0
3999608,837077267_74627926254_95187,start,2017-06-01 17:19:35,Control,7.0,87.0
3999608,284792313_83000392415_987319,start,2017-05-22 17:54:48,Control,7.0,87.0
3999608,284792313_83000392415_987319,start,2017-05-22 17:54:48,Control,7.0,87.0
4472004,206227272_22989778484_13041,start,2017-05-02 12:28:58,Control,16.0,69.0
4472004,206227272_22989778484_13041,start,2017-05-02 12:28:58,Control,16.0,69.0
3765879,90022395_93306010868_901009,start,2017-05-06 14:49:35,Control,6.0,29.0
3765879,90022395_93306010868_901009,start,2017-05-06 14:49:35,Control,6.0,29.0
3984593,182573578_20239214953_24331,start,2017-05-01 11:37:35,Control,4.0,28.0
3984593,182573578_20239214953_24331,start,2017-05-01 11:37:35,Control,4.0,28.0
3984593,182573578_20239214953_24331,start,2017-05-01 11:37:10,Control,4.0,28.0
3984593,182573578_20239214953_24331,start,2017-05-01 11:37:10,Control,4.0,28.0
3984593,182573578_20239214953_24331,start,2017-05-01 11:36:49,Control,4.0,28.0
3984593,182573578_20239214953_24331,start,2017-05-01 11:36:49,Control,4.0,28.0
697065,67854784_54662048817_746870,start,2017-05-02 14:33:02,Control,23.0,78.0
697065,67854784_54662048817_746870,start,2017-05-02 14:33:02,Control,23.0,78.0
697065,67854784_54662048817_746870,start,2017-05-02 14:31:33,Control,23.0,78.0
697065,67854784_54662048817_746870,start,2017-05-02 14:31:33,Control,23.0,78.0
2935751,559746708_11549579927_980063,start,2017-05-01 08:01:01,Control,13.0,61.0
2935751,559746708_11549579927_980063,start,2017-05-01 08:01:01,Control,13.0,61.0
6822204,18449209_78319730774_703846,start,2017-06-13 07:46:14,Test,5.0,22.0
6822204,18449209_78319730774_703846,start,2017-06-13 07:46:14,Test,5.0,22.0
3755916,182992871_70666657461_607696,start,2017-05-05 08:59:25,Control,20.0,64.0
3755916,182992871_70666657461_607696,start,2017-05-05 08:59:25,Control,20.0,64.0
2328592,296266271_86701209990_336437,start,2017-05-07 11:10:31,Control,29.0,75.0
2328592,296266271_86701209990_336437,start,2017-05-07 11:10:31,Control,29.0,75.0
2969737,692751001_72388421786_179958,start,2017-05-01 22:01:53,Control,20.0,65.5
2969737,692751001_72388421786_179958,start,2017-05-01 22:01:53,Control,20.0,65.5
2969737,692751001_72388421786_179958,start,2017-05-01 22:00:02,Control,20.0,65.5
2969737,692751001_72388421786_179958,start,2017-05-01 22:00:02,Control,20.0,65.5
3162457,709056275_68912833558_826595,start,2017-05-23 11:42:16,Test,12.0,67.0
3162457,709056275_68912833558_826595,start,2017-05-23 11:42:16,Test,12.0,67.0
1748002,148832426_2031369315_894991,start,2017-05-20 12:53:37,Test,36.0,67.0
1748002,148832426_2031369315_894991,start,2017-05-20 12:53:37,Test,36.0,67.0
6205458,411260366_61365842919_297659,start,2017-05-03 18:27:53,Control,6.0,56.0
6205458,411260366_61365842919_297659,start,2017-05-03 18:27:53,Control,6.0,56.0
9873188,715349706_25563628896_731629,start,2017-05-01 13:46:09,Control,8.0,50.0
9873188,715349706_25563628896_731629,start,2017-05-01 13:46:09,Control,8.0,50.0
1842336,695675368_71645583552_87778,start,2017-05-05 13:06:52,Control,6.0,26.0
1842336,695675368_71645583552_87778,start,2017-05-05 13:06:52,Control,6.0,26.0
3522819,880042971_97150706153_35805,start,2017-05-06 20:30:42,Control,15.0,60.0
3522819,880042971_97150706153_35805,start,2017-05-06 20:30:42,Control,15.0,60.0
8609715,405203188_4586939881_748146,start,2017-05-01 10:52:23,Control,8.0,49.0
8609715,405203188_4586939881_748146,start,2017-05-01 10:52:23,Control,8.0,49.0
7214869,906227648_91526477034_541491,start,2017-05-02 08:57:28,Control,13.0,37.0
7214869,906227648_91526477034_541491,start,2017-05-02 08:57:28,Control,13.0,37.0
4269937,599812962_24988416661_301625,start,2017-05-05 16:19:01,Control,7.0,61.0
4269937,599812962_24988416661_301625,start,2017-05-05 16:19:01,Control,7.0,61.0
5610470,529319282_25756500491_156902,start,2017-05-04 21:15:17,Control,24.0,62.0
5610470,529319282_25756500491_156902,start,2017-05-04 21:15:17,Control,24.0,62.0
1899793,439720596_43872788116_526750,start,2017-05-05 07:40:01,Control,6.0,57.0
1899793,439720596_43872788116_526750,start,2017-05-05 07:40:01,Control,6.0,57.0
3597484,67776345_42884458259_361142,start,2017-05-05 21:06:33,Control,8.0,46.0
3597484,67776345_42884458259_361142,start,2017-05-05 21:06:33,Control,8.0,46.0
5233024,374152556_39139004630_963133,start,2017-05-08 11:38:36,Test,7.0,34.0
5233024,374152556_39139004630_963133,start,2017-05-08 11:38:36,Test,7.0,34.0
9977651,646279720_24297466426_220393,start,2017-05-25 11:43:33,Test,16.0,51.0
9977651,646279720_24297466426_220393,start,2017-05-25 11:43:33,Test,16.0,51.0
3484825,389431097_87327661006_309611,start,2017-05-06 20:05:10,Control,9.0,53.0
3484825,389431097_87327661006_309611,start,2017-05-06 20:05:10,Control,9.0,53.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,confirm,2017-05-02 10:21:21,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_3,2017-05-02 10:21:03,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_2,2017-05-02 10:18:12,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,step_1,2017-05-02 10:17:53,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
7381859,249950914_83145678185_709773,start,2017-05-02 10:17:40,Test,6.0,35.0
2145568,509991671_45418713407_151659,start,2017-05-04 23:34:55,Control,18.0,40.0
2145568,509991671_45418713407_151659,start,2017-05-04 23:34:55,Control,18.0,40.0
2197037,420746087_49876236968_205378,start,2017-05-03 07:43:00,Control,5.0,23.0
2197037,420746087_49876236968_205378,start,2017-05-03 07:43:00,Control,5.0,23.0
4244178,218555968_63551321391_916115,start,2017-05-03 14:23:12,Control,33.0,79.0
4244178,218555968_63551321391_916115,start,2017-05-03 14:23:12,Control,33.0,79.0
2283044,935957717_101884645_361395,start,2017-05-08 15:41:52,Control,20.0,58.0
2283044,935957717_101884645_361395,start,2017-05-08 15:41:52,Control,20.0,58.0
4238536,520646957_62964715923_156681,start,2017-05-08 09:16:19,Control,6.0,21.0
4238536,520646957_62964715923_156681,start,2017-05-08 09:16:19,Control,6.0,21.0
4266091,86982814_63140808925_433811,start,2017-05-03 19:50:27,Control,6.0,64.0
4266091,86982814_63140808925_433811,start,2017-05-03 19:50:27,Control,6.0,64.0
2158246,309936970_52796628407_945176,start,2017-05-01 14:53:13,Control,8.0,52.0
2158246,309936970_52796628407_945176,start,2017-05-01 14:53:13,Control,8.0,52.0
725177,863704568_76053621671_304929,start,2017-05-07 15:47:27,Control,4.0,62.0
725177,863704568_76053621671_304929,start,2017-05-07 15:47:27,Control,4.0,62.0
1423566,834289975_61724763152_800913,start,2017-05-02 22:50:57,Test,24.0,56.0
1423566,834289975_61724763152_800913,start,2017-05-02 22:50:57,Test,24.0,56.0
9555295,405823592_34618321688_775835,start,2017-05-03 12:51:34,Control,7.0,48.0
9555295,405823592_34618321688_775835,start,2017-05-03 12:51:34,Control,7.0,48.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_3,2017-05-02 10:34:21,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,step_1,2017-05-02 10:31:29,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,start,2017-05-02 10:29:47,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
1107994,675056055_90645275930_520723,confirm,2017-05-02 10:36:53,Test,15.0,68.0
6986049,825217582_59697473281_107013,start,2017-05-01 10:54:21,Control,16.0,37.5
6986049,825217582_59697473281_107013,start,2017-05-01 10:54:21,Control,16.0,37.5
7922530,170965847_36470214407_631789,start,2017-05-04 13:44:58,Control,21.0,81.0
7922530,170965847_36470214407_631789,start,2017-05-04 13:44:58,Control,21.0,81.0
7922530,170965847_36470214407_631789,start,2017-05-04 13:43:49,Control,21.0,81.0
7922530,170965847_36470214407_631789,start,2017-05-04 13:43:49,Control,21.0,81.0
5387333,227475285_1093176338_288822,start,2017-05-08 16:42:35,Control,9.0,55.0
5387333,227475285_1093176338_288822,start,2017-05-08 16:42:35,Control,9.0,55.0
5387333,227475285_1093176338_288822,start,2017-05-08 17:27:45,Control,9.0,55.0
5387333,227475285_1093176338_288822,start,2017-05-08 17:27:45,Control,9.0,55.0
1914701,198187775_65490777288_690924,start,2017-05-02 20:27:30,Control,16.0,65.0
1914701,198187775_65490777288_690924,start,2017-05-02 20:27:30,Control,16.0,65.0
9908836,765459814_45010574603_453473,start,2017-05-04 09:14:47,Control,15.0,38.0
9908836,765459814_45010574603_453473,start,2017-05-04 09:14:47,Control,15.0,38.0
2048981,828019160_95762155633_816030,start,2017-05-14 16:31:07,Control,11.0,72.0
2048981,828019160_95762155633_816030,start,2017-05-14 16:31:07,Control,11.0,72.0
2345585,879187654_67192549100_937857,start,2017-05-04 23:23:37,Control,11.0,42.0
2345585,879187654_67192549100_937857,start,2017-05-04 23:23:37,Control,11.0,42.0
4567471,694171276_21294975059_831533,start,2017-05-25 20:33:52,Test,6.0,31.0
4567471,694171276_21294975059_831533,start,2017-05-25 20:33:52,Test,6.0,31.0
2829817,438434394_59807459626_572653,start,2017-05-01 12:59:48,Test,21.0,21.0
2829817,438434394_59807459626_572653,start,2017-05-01 12:59:48,Test,21.0,21.0
8905979,611594483_55102456673_452402,start,2017-05-08 13:49:14,Control,10.0,58.0
8905979,611594483_55102456673_452402,start,2017-05-08 13:49:14,Control,10.0,58.0
5986882,962692854_98210047726_673426,start,2017-06-05 16:47:57,Control,20.0,41.0
5986882,962692854_98210047726_673426,start,2017-06-05 16:47:57,Control,20.0,41.0
2237790,384666525_11148527935_995405,start,2017-05-10 22:05:17,Control,5.0,39.0
2237790,384666525_11148527935_995405,start,2017-05-10 22:05:17,Control,5.0,39.0
390870,573765092_60696435409_267079,start,2017-05-02 13:19:55,Control,8.0,25.0
390870,573765092_60696435409_267079,start,2017-05-02 13:19:55,Control,8.0,25.0
4075714,247622212_43359188997_618147,start,2017-05-07 20:37:26,Test,15.0,64.0
4075714,247622212_43359188997_618147,start,2017-05-07 20:37:26,Test,15.0,64.0
7891584,340037224_25547205157_354967,start,2017-05-06 22:22:00,Control,16.0,50.0
7891584,340037224_25547205157_354967,start,2017-05-06 22:22:00,Control,16.0,50.0
8501875,202235798_47765692690_978365,start,2017-05-02 23:10:38,Test,16.0,78.0
8501875,202235798_47765692690_978365,start,2017-05-02 23:10:38,Test,16.0,78.0
4259212,192354924_64389328240_683988,start,2017-05-02 20:22:30,Control,13.0,34.0
4259212,192354924_64389328240_683988,start,2017-05-02 20:22:30,Control,13.0,34.0
1123411,827145980_48111021234_696619,start,2017-05-01 16:35:07,Control,9.0,25.0
1123411,827145980_48111021234_696619,start,2017-05-01 16:35:07,Control,9.0,25.0
7430374,919533379_54035157770_75907,start,2017-06-13 16:12:45,Test,22.0,72.0
7430374,919533379_54035157770_75907,start,2017-06-13 16:12:45,Test,22.0,72.0
6839260,546365959_92264654122_97681,start,2017-05-05 16:08:09,Control,8.0,28.0
6839260,546365959_92264654122_97681,start,2017-05-05 16:08:09,Control,8.0,28.0
7430374,653979468_71715746242_743174,start,2017-05-26 16:56:51,Test,22.0,72.0
7430374,653979468_71715746242_743174,start,2017-05-26 16:56:51,Test,22.0,72.0
7430374,653979468_71715746242_743174,start,2017-05-26 16:56:29,Test,22.0,72.0
7430374,653979468_71715746242_743174,start,2017-05-26 16:56:29,Test,22.0,72.0
3979790,933074685_98298162867_30845,start,2017-05-30 20:40:13,Test,13.0,68.0
3979790,933074685_98298162867_30845,start,2017-05-30 20:40:13,Test,13.0,68.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:17:20,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:17:20,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:16:29,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:16:29,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:15:42,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:15:42,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:15:42,Test,20.0,64.0
4090961,269088302_73469055065_688298,start,2017-06-17 17:15:42,Test,20.0,64.0
5161092,952654215_73236627067_163965,start,2017-05-04 18:47:48,Control,11.0,73.0
5161092,952654215_73236627067_163965,start,2017-05-04 18:47:48,Control,11.0,73.0
5161092,952654215_73236627067_163965,start,2017-05-04 18:43:01,Control,11.0,73.0
5161092,952654215_73236627067_163965,start,2017-05-04 18:43:01,Control,11.0,73.0
5345981,645604538_54338110105_276867,start,2017-05-07 11:28:03,Control,15.0,65.0
5345981,645604538_54338110105_276867,start,2017-05-07 11:28:03,Control,15.0,65.0
7736525,193648630_2290395901_943463,start,2017-05-08 17:28:49,Control,35.0,61.0
7736525,193648630_2290395901_943463,start,2017-05-08 17:28:49,Control,35.0,61.0
7736525,193648630_2290395901_943463,start,2017-05-08 17:27:24,Control,35.0,61.0
7736525,193648630_2290395901_943463,start,2017-05-08 17:27:24,Control,35.0,61.0
4836678,25272269_16436917327_904284,start,2017-06-09 21:10:19,Control,6.0,71.0
4836678,25272269_16436917327_904284,start,2017-06-09 21:10:19,Control,6.0,71.0
4555479,394599810_31739995736_139410,start,2017-05-08 15:40:05,Control,12.0,68.0
4555479,394599810_31739995736_139410,start,2017-05-08 15:40:05,Control,12.0,68.0
4555479,394599810_31739995736_139410,start,2017-05-08 15:38:33,Control,12.0,68.0
4555479,394599810_31739995736_139410,start,2017-05-08 15:38:33,Control,12.0,68.0
1062737,945026202_96050623235_896983,start,2017-05-16 01:59:26,Control,11.0,27.0
1062737,945026202_96050623235_896983,start,2017-05-16 01:59:26,Control,11.0,27.0
8103992,503894762_55630769170_884532,start,2017-06-01 09:50:20,Test,13.0,37.0
8103992,503894762_55630769170_884532,start,2017-06-01 09:50:20,Test,13.0,37.0
8103992,121830342_14672381785_586437,start,2017-05-11 15:36:15,Test,13.0,37.0
8103992,121830342_14672381785_586437,start,2017-05-11 15:36:15,Test,13.0,37.0
8103992,121830342_14672381785_586437,start,2017-05-11 15:27:32,Test,13.0,37.0
8103992,121830342_14672381785_586437,start,2017-05-11 15:27:32,Test,13.0,37.0
8103992,121830342_14672381785_586437,start,2017-05-11 15:23:19,Test,13.0,37.0
8103992,121830342_14672381785_586437,start,2017-05-11 15:23:19,Test,13.0,37.0
6062754,578277816_55283740016_460317,start,2017-05-02 09:56:08,Control,12.0,67.0
6062754,578277816_55283740016_460317,start,2017-05-02 09:56:08,Control,12.0,67.0
6412039,892011587_97300780461_62182,start,2017-05-08 21:00:09,Control,8.0,31.0
6412039,892011587_97300780461_62182,start,2017-05-08 21:00:09,Control,8.0,31.0
9894599,883738716_84148950586_261407,start,2017-06-04 01:35:23,Control,15.0,36.0
9894599,883738716_84148950586_261407,start,2017-06-04 01:35:23,Control,15.0,36.0
8810430,413091484_12965042600_25445,start,2017-05-02 15:32:03,Control,14.0,60.0
8810430,413091484_12965042600_25445,start,2017-05-02 15:32:03,Control,14.0,60.0
8440209,451075758_35417491874_101988,start,2017-05-23 18:50:41,Control,6.0,57.0
8440209,451075758_35417491874_101988,start,2017-05-23 18:50:41,Control,6.0,57.0
6640148,951643877_47099071544_628087,step_2,2017-05-11 13:26:26,Test,12.0,74.0
6640148,951643877_47099071544_628087,step_3,2017-05-11 13:26:26,Test,12.0,74.0
6640148,951643877_47099071544_628087,step_3,2017-05-11 13:26:26,Test,12.0,74.0
6640148,951643877_47099071544_628087,step_2,2017-05-11 13:26:26,Test,12.0,74.0
6930961,478063703_81695728960_255529,start,2017-05-02 19:34:22,Control,12.0,32.0
6930961,478063703_81695728960_255529,start,2017-05-02 19:34:22,Control,12.0,32.0
1718658,789465455_59721093765_279205,start,2017-05-02 13:23:49,Control,21.0,57.0
1718658,789465455_59721093765_279205,start,2017-05-02 13:23:49,Control,21.0,57.0
2753930,89299887_52905026606_440052,start,2017-06-16 03:02:12,Control,14.0,22.5
2753930,89299887_52905026606_440052,start,2017-06-16 03:02:12,Control,14.0,22.5
1717048,390271971_26864402407_107706,start,2017-05-03 17:46:57,Control,10.0,63.5
1717048,390271971_26864402407_107706,start,2017-05-03 17:46:57,Control,10.0,63.5
8574639,814832608_51150354785_976836,start,2017-05-08 13:50:45,Control,6.0,46.0
8574639,814832608_51150354785_976836,start,2017-05-08 13:50:45,Control,6.0,46.0
5464222,848456097_93516770633_224882,start,2017-05-23 15:13:18,Control,5.0,51.0
5464222,848456097_93516770633_224882,start,2017-05-23 15:13:18,Control,5.0,51.0
1014761,5288199_35849537147_135577,start,2017-05-04 17:57:23,Control,9.0,29.0
1014761,5288199_35849537147_135577,start,2017-05-04 17:57:23,Control,9.0,29.0
3017951,677508435_37498030675_983200,start,2017-05-08 12:57:35,Control,33.0,66.0
3017951,677508435_37498030675_983200,start,2017-05-08 12:57:35,Control,33.0,66.0
1982824,248145637_48483747815_817964,start,2017-05-04 08:51:38,Control,13.0,32.5
1982824,248145637_48483747815_817964,start,2017-05-04 08:51:38,Control,13.0,32.5
