client_id,visit_id,process_step,date_time,variation,tenure_years,age
2492053,251649189_3912652005_250445,start,2017-04-27 11:44:09,Control,5.0,67.0
2492053,251649189_3912652005_250445,start,2017-04-27 11:37:22,Control,5.0,67.0
2492053,251649189_3912652005_250445,start,2017-04-27 11:37:22,Control,5.0,67.0
2492053,251649189_3912652005_250445,start,2017-04-27 11:32:33,Control,5.0,67.0
2492053,251649189_3912652005_250445,start,2017-04-27 11:32:33,Control,5.0,67.0
9023510,300585435_73509538294_918827,step_3,2017-04-28 12:09:12,Control,10.0,24.5
9023510,300585435_73509538294_918827,step_3,2017-04-28 12:09:12,Control,10.0,24.5
9023510,300585435_73509538294_918827,start,2017-04-28 11:43:08,Control,10.0,24.5
9023510,300585435_73509538294_918827,start,2017-04-28 11:43:08,Control,10.0,24.5
4070381,921138270_47922393563_919953,confirm,2017-04-09 00:55:47,Control,4.0,31.5
4070381,921138270_47922393563_919953,confirm,2017-04-09 00:55:47,Control,4.0,31.5
4070381,921138270_47922393563_919953,confirm,2017-04-09 00:55:47,Control,4.0,31.5
1721428,80471338_47391319822_617241,start,2017-04-30 13:27:28,Control,8.0,67.0
1721428,80471338_47391319822_617241,start,2017-04-30 13:27:28,Control,8.0,67.0
654022,27944726_75012970245_379067,step_3,2017-03-29 11:47:41,Control,17.0,20.5
654022,27944726_75012970245_379067,step_3,2017-03-29 11:47:41,Control,17.0,20.5
1484672,694460807_82850025484_990813,start,2017-04-28 12:53:14,Control,14.0,71.0
1484672,694460807_82850025484_990813,start,2017-04-28 12:53:14,Control,14.0,71.0
1484672,694460807_82850025484_990813,start,2017-04-28 12:51:59,Control,14.0,71.0
1484672,694460807_82850025484_990813,start,2017-04-28 12:51:59,Control,14.0,71.0
8673673,891077977_34814275406_748866,start,2017-04-28 08:16:31,Test,11.0,61.5
8673673,891077977_34814275406_748866,start,2017-04-28 08:16:31,Test,11.0,61.5
5619969,554473003_34366422342_829427,start,2017-04-28 07:33:19,Test,6.0,28.0
5619969,554473003_34366422342_829427,start,2017-04-28 07:33:19,Test,6.0,28.0
4035739,29918179_54938958162_900533,start,2017-04-26 20:52:06,Control,17.0,75.0
4035739,29918179_54938958162_900533,start,2017-04-26 20:52:06,Control,17.0,75.0
4035739,29918179_54938958162_900533,start,2017-04-26 20:49:31,Control,17.0,75.0
4035739,29918179_54938958162_900533,start,2017-04-26 20:49:31,Control,17.0,75.0
5557680,711778516_48161881693_260255,start,2017-04-28 17:18:33,Control,8.0,39.5
5557680,711778516_48161881693_260255,start,2017-04-28 17:18:33,Control,8.0,39.5
7856644,636004153_20097484543_20471,start,2017-04-26 15:07:33,Control,15.0,51.0
7856644,636004153_20097484543_20471,start,2017-04-26 15:07:33,Control,15.0,51.0
561240,820709582_8647714194_598871,start,2017-04-27 08:07:44,Control,11.0,64.0
561240,820709582_8647714194_598871,start,2017-04-27 08:07:44,Control,11.0,64.0
7856644,927998868_25018080353_617444,start,2017-04-27 22:38:30,Control,15.0,51.0
7856644,927998868_25018080353_617444,start,2017-04-27 22:38:30,Control,15.0,51.0
8947199,375180931_93468807569_788089,confirm,2017-04-24 20:22:53,Control,6.0,64.5
8947199,375180931_93468807569_788089,confirm,2017-04-24 20:22:53,Control,6.0,64.5
1421939,842596246_83364306297_403099,step_3,2017-04-05 16:26:45,Control,12.0,66.5
1421939,842596246_83364306297_403099,step_3,2017-04-05 16:26:45,Control,12.0,66.5
6718830,150764439_71839181138_45027,start,2017-04-26 08:55:14,Control,14.0,32.0
6718830,150764439_71839181138_45027,start,2017-04-26 08:55:14,Control,14.0,32.0
4793295,924329285_55231719346_436987,start,2017-04-27 17:09:45,Control,7.0,47.5
4793295,924329285_55231719346_436987,start,2017-04-27 17:09:45,Control,7.0,47.5
6500787,913798640_36892336375_220382,start,2017-04-30 21:27:14,Control,6.0,71.0
6500787,913798640_36892336375_220382,start,2017-04-30 21:27:14,Control,6.0,71.0
4293448,600163783_70594299618_34811,start,2017-04-27 17:55:23,Control,4.0,26.0
4293448,600163783_70594299618_34811,start,2017-04-27 17:55:23,Control,4.0,26.0
4293448,583375938_65546931832_50358,start,2017-04-27 14:11:53,Control,4.0,26.0
4293448,583375938_65546931832_50358,start,2017-04-27 14:11:53,Control,4.0,26.0
4293448,583375938_65546931832_50358,start,2017-04-27 14:11:22,Control,4.0,26.0
4293448,583375938_65546931832_50358,start,2017-04-27 14:11:22,Control,4.0,26.0
5851947,192124130_71838688118_925907,start,2017-04-28 08:03:48,Control,9.0,47.0
5851947,192124130_71838688118_925907,start,2017-04-28 08:03:48,Control,9.0,47.0
128801,789946421_26168812526_420190,start,2017-04-06 11:02:48,Control,9.0,72.5
128801,789946421_26168812526_420190,start,2017-04-06 11:02:48,Control,9.0,72.5
1903430,127258117_86589733470_609341,start,2017-04-26 13:13:28,Test,15.0,69.0
1903430,127258117_86589733470_609341,start,2017-04-26 13:13:28,Test,15.0,69.0
1903430,127258117_86589733470_609341,start,2017-04-26 13:12:24,Test,15.0,69.0
1903430,127258117_86589733470_609341,start,2017-04-26 13:12:24,Test,15.0,69.0
8192981,912064157_80765288948_915983,start,2017-04-27 23:00:59,Control,11.0,29.0
8192981,912064157_80765288948_915983,start,2017-04-27 23:00:59,Control,11.0,29.0
6389951,477699332_35349525421_352505,step_3,2017-04-11 13:20:47,Control,15.0,64.5
6389951,477699332_35349525421_352505,step_3,2017-04-11 13:20:47,Control,15.0,64.5
604096,640635156_45436552825_897786,confirm,2017-04-13 12:45:33,Control,4.0,41.5
604096,640635156_45436552825_897786,confirm,2017-04-13 12:45:33,Control,4.0,41.5
604096,640635156_45436552825_897786,confirm,2017-04-13 12:45:33,Control,4.0,41.5
6575566,484631561_42380606121_604661,step_3,2017-04-16 02:38:15,Control,6.0,53.5
6575566,484631561_42380606121_604661,step_3,2017-04-16 02:38:15,Control,6.0,53.5
6446363,710271832_98388213107_246390,start,2017-04-27 22:42:27,Test,34.0,28.5
6446363,710271832_98388213107_246390,start,2017-04-27 22:42:27,Test,34.0,28.5
7395549,551682484_37584625256_574237,start,2017-04-27 09:38:58,Control,14.0,43.5
7395549,551682484_37584625256_574237,start,2017-04-27 09:38:58,Control,14.0,43.5
4126756,984130683_66430422258_594273,start,2017-04-27 22:04:53,Control,6.0,42.0
4126756,984130683_66430422258_594273,start,2017-04-27 22:04:53,Control,6.0,42.0
6042415,492394745_67722179735_434395,start,2017-04-28 23:11:10,Control,19.0,55.0
6042415,492394745_67722179735_434395,start,2017-04-28 23:11:10,Control,19.0,55.0
7324480,789916643_73011998910_982586,start,2017-04-28 07:25:39,Control,17.0,72.0
7324480,789916643_73011998910_982586,start,2017-04-28 07:25:39,Control,17.0,72.0
5968137,252900302_27966768460_100489,start,2017-04-28 06:51:48,Test,26.0,60.5
5968137,252900302_27966768460_100489,start,2017-04-28 06:51:48,Test,26.0,60.5
8692286,5328732_97580101698_514818,start,2017-04-26 09:39:04,Control,33.0,70.5
8692286,5328732_97580101698_514818,start,2017-04-26 09:39:04,Control,33.0,70.5
5066162,294821491_40203127807_453955,start,2017-04-26 06:55:04,Control,3.0,67.5
5066162,294821491_40203127807_453955,start,2017-04-26 06:55:04,Control,3.0,67.5
7635946,649287212_78675828563_752655,start,2017-04-26 18:08:45,Control,9.0,37.0
7635946,649287212_78675828563_752655,start,2017-04-26 18:08:45,Control,9.0,37.0
3572257,29441582_54039462610_19306,start,2017-04-29 08:53:35,Control,6.0,24.5
3572257,29441582_54039462610_19306,start,2017-04-29 08:53:35,Control,6.0,24.5
9123885,371191839_70728460334_237601,step_3,2017-04-26 13:01:43,Control,5.0,23.5
9123885,371191839_70728460334_237601,step_3,2017-04-26 13:01:43,Control,5.0,23.5
9123885,371191839_70728460334_237601,start,2017-04-26 13:00:07,Control,5.0,23.5
9123885,371191839_70728460334_237601,start,2017-04-26 13:00:07,Control,5.0,23.5
6795991,204599348_88771567794_151700,step_3,2017-04-24 07:49:34,Test,21.0,58.5
6795991,204599348_88771567794_151700,step_3,2017-04-24 07:49:34,Test,21.0,58.5
195446,962799281_85805343885_761237,step_3,2017-03-29 20:14:06,Control,8.0,26.5
195446,962799281_85805343885_761237,step_3,2017-03-29 20:14:06,Control,8.0,26.5
957724,648471462_27576146472_929323,step_3,2017-03-31 12:55:36,Control,13.0,63.5
957724,648471462_27576146472_929323,step_3,2017-03-31 12:55:36,Control,13.0,63.5
5728114,741999471_42472715634_501032,start,2017-04-26 12:17:56,Control,5.0,26.5
5728114,741999471_42472715634_501032,start,2017-04-26 12:17:56,Control,5.0,26.5
6909039,500543006_61954145782_802998,start,2017-04-28 10:07:31,Control,4.0,33.5
6909039,500543006_61954145782_802998,start,2017-04-28 10:07:31,Control,4.0,33.5
6909039,500543006_61954145782_802998,start,2017-04-28 09:55:10,Control,4.0,33.5
6909039,500543006_61954145782_802998,start,2017-04-28 09:55:10,Control,4.0,33.5
3677919,130055488_4865155198_466388,confirm,2017-04-23 11:43:04,Test,13.0,54.5
3677919,130055488_4865155198_466388,confirm,2017-04-23 11:43:04,Test,13.0,54.5
6752043,761118237_24367428644_317513,start,2017-04-27 21:50:42,Test,7.0,58.5
6752043,761118237_24367428644_317513,start,2017-04-27 21:50:42,Test,7.0,58.5
4386445,183906809_42745780494_916691,start,2017-04-27 10:02:20,Control,9.0,43.5
4386445,183906809_42745780494_916691,start,2017-04-27 10:02:20,Control,9.0,43.5
2091122,871192216_1017862007_174180,start,2017-04-30 23:22:48,Control,5.0,33.5
2091122,871192216_1017862007_174180,start,2017-04-30 23:22:48,Control,5.0,33.5
6601821,978909672_26694524690_844755,step_3,2017-04-11 18:25:52,Control,11.0,61.5
6601821,978909672_26694524690_844755,step_3,2017-04-11 18:25:52,Control,11.0,61.5
2202333,710157060_42203083063_338888,step_3,2017-04-09 10:25:19,Test,6.0,49.5
2202333,710157060_42203083063_338888,step_3,2017-04-09 10:25:19,Test,6.0,49.5
2202333,710157060_42203083063_338888,step_2,2017-04-09 10:25:19,Test,6.0,49.5
2202333,710157060_42203083063_338888,step_2,2017-04-09 10:25:19,Test,6.0,49.5
8180806,787661094_82051496688_219885,start,2017-04-28 12:00:37,Control,6.0,25.5
8180806,787661094_82051496688_219885,start,2017-04-28 12:00:37,Control,6.0,25.5
3203597,872245226_80086925180_355246,start,2017-04-28 14:02:08,Test,6.0,43.5
3203597,872245226_80086925180_355246,start,2017-04-28 14:02:08,Test,6.0,43.5
3108095,384201252_1984836663_603154,start,2017-04-26 12:42:29,Control,27.0,74.5
3108095,384201252_1984836663_603154,start,2017-04-26 12:42:29,Control,27.0,74.5
4008010,977295321_31780212398_742460,step_3,2017-03-29 17:01:03,Control,13.0,33.5
4008010,977295321_31780212398_742460,step_3,2017-03-29 17:01:03,Control,13.0,33.5
6044746,257238177_33082372840_430021,start,2017-04-28 08:37:07,Test,16.0,48.0
6044746,257238177_33082372840_430021,start,2017-04-28 08:37:07,Test,16.0,48.0
4993496,824410753_74538381152_378178,confirm,2017-04-12 11:52:55,Control,10.0,53.5
4993496,824410753_74538381152_378178,confirm,2017-04-12 11:52:55,Control,10.0,53.5
1960031,190149662_27133383620_358248,start,2017-04-26 09:08:50,Control,5.0,42.5
1960031,190149662_27133383620_358248,start,2017-04-26 09:08:50,Control,5.0,42.5
8455839,658723875_96790088354_841560,start,2017-04-28 08:30:47,Test,6.0,37.0
8455839,658723875_96790088354_841560,start,2017-04-28 08:30:47,Test,6.0,37.0
9676119,947939787_62953954231_610654,start,2017-04-27 22:01:39,Test,12.0,72.5
9676119,947939787_62953954231_610654,start,2017-04-27 22:01:39,Test,12.0,72.5
9676119,947939787_62953954231_610654,start,2017-04-27 22:00:31,Test,12.0,72.5
9676119,947939787_62953954231_610654,start,2017-04-27 22:00:31,Test,12.0,72.5
5579180,763921877_87765506343_933614,step_1,2017-03-29 13:43:28,Control,11.0,33.0
5579180,763921877_87765506343_933614,step_1,2017-03-29 13:43:28,Control,11.0,33.0
857556,853429062_61366786372_751673,step_3,2017-03-29 17:28:32,Control,6.0,47.5
857556,853429062_61366786372_751673,step_3,2017-03-29 17:28:32,Control,6.0,47.5
5146873,796789610_84881075865_628141,start,2017-04-27 12:05:49,Control,9.0,52.0
5146873,796789610_84881075865_628141,start,2017-04-27 12:05:49,Control,9.0,52.0
6005042,110509290_65780675794_198329,start,2017-04-30 21:38:42,Control,21.0,49.5
6005042,110509290_65780675794_198329,start,2017-04-30 21:38:42,Control,21.0,49.5
4422650,301450591_8933908156_539438,start,2017-04-28 10:28:49,Control,16.0,48.0
4422650,301450591_8933908156_539438,start,2017-04-28 10:28:49,Control,16.0,48.0
1571787,906674212_81661878538_701307,start,2017-04-27 16:15:47,Control,13.0,51.0
1571787,906674212_81661878538_701307,start,2017-04-27 16:15:47,Control,13.0,51.0
4846965,487263742_20280814968_875420,step_3,2017-04-25 14:49:10,Control,9.0,82.5
4846965,487263742_20280814968_875420,step_3,2017-04-25 14:49:10,Control,9.0,82.5
7359157,78967310_31985061650_699412,step_1,2017-04-16 10:24:19,Control,6.0,32.5
7359157,78967310_31985061650_699412,step_1,2017-04-16 10:24:19,Control,6.0,32.5
7244577,940937661_44731992145_337258,step_3,2017-03-23 21:14:29,Control,8.0,68.5
7244577,940937661_44731992145_337258,step_3,2017-03-23 21:14:29,Control,8.0,68.5
3357333,804983420_80867327541_192420,start,2017-04-28 08:47:06,Test,25.0,42.0
3357333,804983420_80867327541_192420,start,2017-04-28 08:47:06,Test,25.0,42.0
8173142,430269308_39364849877_723851,confirm,2017-04-21 07:52:26,Control,24.0,62.5
8173142,430269308_39364849877_723851,confirm,2017-04-21 07:52:26,Control,24.0,62.5
8173142,430269308_39364849877_723851,confirm,2017-04-21 07:52:26,Control,24.0,62.5
6559072,44813999_53517532305_623043,start,2017-04-28 14:07:05,Control,16.0,54.0
6559072,44813999_53517532305_623043,start,2017-04-28 14:07:05,Control,16.0,54.0
3176103,698510236_6551485027_519901,confirm,2017-04-16 16:38:40,Control,9.0,74.5
3176103,698510236_6551485027_519901,confirm,2017-04-16 16:38:40,Control,9.0,74.5
3176103,698510236_6551485027_519901,confirm,2017-04-16 16:38:40,Control,9.0,74.5
3176103,698510236_6551485027_519901,confirm,2017-04-16 16:38:40,Control,9.0,74.5
1780732,437815040_69965701644_161698,start,2017-04-26 10:06:02,Control,6.0,31.0
1780732,437815040_69965701644_161698,start,2017-04-26 10:06:02,Control,6.0,31.0
1780732,437815040_69965701644_161698,start,2017-04-26 10:05:34,Control,6.0,31.0
1780732,437815040_69965701644_161698,start,2017-04-26 10:05:34,Control,6.0,31.0
342517,572141196_37261373812_9811,start,2017-04-29 01:42:18,Control,15.0,48.5
342517,572141196_37261373812_9811,start,2017-04-29 01:42:18,Control,15.0,48.5
2649354,776656683_10047522569_272630,step_3,2017-04-06 11:49:47,Control,24.0,65.5
2649354,776656683_10047522569_272630,step_3,2017-04-06 11:49:47,Control,24.0,65.5
6012640,56218416_52284669106_415012,start,2017-04-26 16:26:50,Control,29.0,59.5
6012640,56218416_52284669106_415012,start,2017-04-26 16:26:50,Control,29.0,59.5
1826864,894108222_61938642411_808316,start,2017-04-27 11:23:31,Control,34.0,68.0
1826864,894108222_61938642411_808316,start,2017-04-27 11:23:31,Control,34.0,68.0
215880,66040523_70240449651_151789,start,2017-04-28 03:06:50,Control,8.0,40.0
215880,66040523_70240449651_151789,start,2017-04-28 03:06:50,Control,8.0,40.0
9400397,182200970_56852152530_666167,confirm,2017-04-06 12:52:54,Control,7.0,44.5
9400397,182200970_56852152530_666167,confirm,2017-04-06 12:52:54,Control,7.0,44.5
3221809,389231199_16772453750_516067,confirm,2017-03-31 14:52:43,Control,16.0,51.5
3221809,389231199_16772453750_516067,confirm,2017-03-31 14:52:43,Control,16.0,51.5
4381369,336186477_70988034496_787133,confirm,2017-04-08 15:25:08,Control,12.0,76.5
4381369,336186477_70988034496_787133,confirm,2017-04-08 15:25:08,Control,12.0,76.5
4381369,336186477_70988034496_787133,confirm,2017-04-08 15:24:17,Control,12.0,76.5
4381369,336186477_70988034496_787133,confirm,2017-04-08 15:24:17,Control,12.0,76.5
9763453,950337793_49430769703_278664,step_3,2017-04-08 12:07:27,Control,27.0,65.5
9763453,950337793_49430769703_278664,step_3,2017-04-08 12:07:27,Control,27.0,65.5
7330891,771911837_86717603981_877974,step_3,2017-04-07 18:14:55,Test,17.0,48.5
7330891,771911837_86717603981_877974,step_3,2017-04-07 18:14:55,Test,17.0,48.5
5306530,158603717_79726027300_222339,start,2017-04-28 09:49:06,Control,13.0,31.0
5306530,158603717_79726027300_222339,start,2017-04-28 09:49:06,Control,13.0,31.0
314959,151648582_77384242280_700797,step_3,2017-03-19 09:34:53,Control,7.0,61.5
314959,151648582_77384242280_700797,step_3,2017-03-19 09:34:53,Control,7.0,61.5
1544759,856755959_92381918489_579630,confirm,2017-04-15 12:41:57,Control,14.0,59.5
1544759,856755959_92381918489_579630,confirm,2017-04-15 12:41:57,Control,14.0,59.5
9660158,724071768_4911248124_463541,start,2017-04-28 04:10:47,Control,20.0,43.5
9660158,724071768_4911248124_463541,start,2017-04-28 04:10:47,Control,20.0,43.5
7325864,535928107_5183962800_919542,start,2017-04-28 17:23:57,Control,5.0,36.5
7325864,535928107_5183962800_919542,start,2017-04-28 17:23:57,Control,5.0,36.5
9485851,104376122_49318033660_691105,start,2017-04-28 16:27:10,Control,13.0,40.0
9485851,104376122_49318033660_691105,start,2017-04-28 16:27:10,Control,13.0,40.0
5559981,820352670_47981152623_64312,confirm,2017-04-12 18:27:17,Control,4.0,60.5
5559981,820352670_47981152623_64312,confirm,2017-04-12 18:27:17,Control,4.0,60.5
8527227,792222364_12857584037_894664,confirm,2017-04-27 17:39:13,Test,8.0,69.5
8527227,792222364_12857584037_894664,confirm,2017-04-27 17:39:13,Test,8.0,69.5
8527227,792222364_12857584037_894664,start,2017-04-27 17:34:22,Test,8.0,69.5
8527227,792222364_12857584037_894664,start,2017-04-27 17:34:22,Test,8.0,69.5
8117183,587118436_10773040090_987086,step_1,2017-03-31 16:34:06,Control,21.0,55.0
8117183,587118436_10773040090_987086,step_1,2017-03-31 16:34:06,Control,21.0,55.0
6486127,994645383_29949517060_218557,start,2017-04-26 13:11:06,Control,9.0,61.0
6486127,994645383_29949517060_218557,start,2017-04-26 13:11:06,Control,9.0,61.0
6486127,994645383_29949517060_218557,start,2017-04-26 13:09:51,Control,9.0,61.0
6486127,994645383_29949517060_218557,start,2017-04-26 13:09:51,Control,9.0,61.0
1516424,385839992_16146849115_63405,step_3,2017-03-31 12:31:23,Control,11.0,50.5
1516424,385839992_16146849115_63405,step_3,2017-03-31 12:31:23,Control,11.0,50.5
4681420,862345972_87955937181_247202,start,2017-04-27 07:38:18,Control,7.0,27.5
4681420,862345972_87955937181_247202,start,2017-04-27 07:38:18,Control,7.0,27.5
8607979,798221411_47033079656_917996,start,2017-04-26 13:19:14,Control,5.0,45.0
8607979,798221411_47033079656_917996,start,2017-04-26 13:19:14,Control,5.0,45.0
6286632,639385238_11676603734_311012,step_3,2017-04-05 12:10:38,Control,13.0,28.5
6286632,639385238_11676603734_311012,step_3,2017-04-05 12:10:38,Control,13.0,28.5
9795687,845141733_86309970966_974517,step_3,2017-04-05 17:24:33,Control,14.0,69.5
9795687,845141733_86309970966_974517,step_3,2017-04-05 17:24:33,Control,14.0,69.5
5776273,454305848_13132710057_28079,step_3,2017-04-05 14:52:04,Control,24.0,28.5
5776273,454305848_13132710057_28079,step_3,2017-04-05 14:52:04,Control,24.0,28.5
5267658,541199210_61984519678_285822,start,2017-04-26 12:15:03,Control,10.0,42.0
5267658,541199210_61984519678_285822,start,2017-04-26 12:15:03,Control,10.0,42.0
8226682,360576209_46771364443_742814,start,2017-04-27 14:25:10,Control,15.0,44.0
8226682,360576209_46771364443_742814,start,2017-04-27 14:25:10,Control,15.0,44.0
9308332,497103908_765211757_54328,start,2017-04-27 20:16:14,Test,14.0,75.0
9308332,497103908_765211757_54328,start,2017-04-27 20:16:14,Test,14.0,75.0
9308332,497103908_765211757_54328,start,2017-04-27 20:07:39,Test,14.0,75.0
9308332,497103908_765211757_54328,start,2017-04-27 20:07:39,Test,14.0,75.0
1578668,967993576_72160236596_483624,confirm,2017-04-06 02:47:07,Control,16.0,38.5
1578668,967993576_72160236596_483624,confirm,2017-04-06 02:47:07,Control,16.0,38.5
7675311,880163132_53195652645_322699,start,2017-04-28 12:35:25,Test,15.0,35.5
7675311,880163132_53195652645_322699,start,2017-04-28 12:35:25,Test,15.0,35.5
7675311,880163132_53195652645_322699,start,2017-04-28 12:33:14,Test,15.0,35.5
7675311,880163132_53195652645_322699,start,2017-04-28 12:33:14,Test,15.0,35.5
7675311,880163132_53195652645_322699,start,2017-04-28 12:32:44,Test,15.0,35.5
7675311,880163132_53195652645_322699,start,2017-04-28 12:32:44,Test,15.0,35.5
1824402,395236561_91466682071_135535,start,2017-04-28 14:36:29,Test,6.0,38.5
1824402,395236561_91466682071_135535,start,2017-04-28 14:36:29,Test,6.0,38.5
469978,740432142_3458110959_406646,start,2017-04-28 10:13:04,Control,9.0,70.0
469978,740432142_3458110959_406646,start,2017-04-28 10:13:04,Control,9.0,70.0
3346003,587950992_40051432380_467809,start,2017-04-28 08:15:10,Control,19.0,43.0
3346003,587950992_40051432380_467809,start,2017-04-28 08:15:10,Control,19.0,43.0
5645092,326929491_16957932787_156080,start,2017-04-30 22:48:18,Control,21.0,42.5
5645092,326929491_16957932787_156080,start,2017-04-30 22:48:18,Control,21.0,42.5
6359098,863106785_6844483010_435650,start,2017-04-28 13:25:16,Test,15.0,40.5
6359098,863106785_6844483010_435650,start,2017-04-28 13:25:16,Test,15.0,40.5
6359098,863106785_6844483010_435650,start,2017-04-28 13:23:53,Test,15.0,40.5
6359098,863106785_6844483010_435650,start,2017-04-28 13:23:53,Test,15.0,40.5
3862418,629407986_83335825460_862076,start,2017-04-28 11:26:48,Test,16.0,44.0
3862418,629407986_83335825460_862076,start,2017-04-28 11:26:48,Test,16.0,44.0
3862418,629407986_83335825460_862076,start,2017-04-28 11:25:18,Test,16.0,44.0
3862418,629407986_83335825460_862076,start,2017-04-28 11:25:18,Test,16.0,44.0
3862418,629407986_83335825460_862076,start,2017-04-28 11:22:28,Test,16.0,44.0
3862418,629407986_83335825460_862076,start,2017-04-28 11:22:28,Test,16.0,44.0
7198788,643887617_53137109097_435668,start,2017-04-26 15:14:05,Control,14.0,56.5
7198788,643887617_53137109097_435668,start,2017-04-26 15:14:05,Control,14.0,56.5
5103018,217279546_68989384525_924109,start,2017-04-22 18:15:47,Control,8.0,52.5
5103018,217279546_68989384525_924109,start,2017-04-22 18:15:47,Control,8.0,52.5
3552309,804053962_17819170866_547770,start,2017-04-28 15:36:10,Test,5.0,30.0
3552309,804053962_17819170866_547770,start,2017-04-28 15:36:10,Test,5.0,30.0
3552309,828778824_53633070922_641482,start,2017-04-28 14:04:39,Test,5.0,30.0
3552309,828778824_53633070922_641482,start,2017-04-28 14:04:39,Test,5.0,30.0
3552309,828778824_53633070922_641482,start,2017-04-28 14:01:37,Test,5.0,30.0
3552309,828778824_53633070922_641482,start,2017-04-28 14:01:37,Test,5.0,30.0
7343742,411584239_31123103342_335714,confirm,2017-03-29 14:15:03,Control,19.0,67.5
7343742,411584239_31123103342_335714,confirm,2017-03-29 14:15:03,Control,19.0,67.5
9549908,161362667_21246158732_77249,start,2017-04-27 12:55:37,Control,21.0,21.0
9549908,161362667_21246158732_77249,start,2017-04-27 12:55:37,Control,21.0,21.0
3054118,967072710_23955056982_135393,step_3,2017-04-04 21:51:11,Control,17.0,68.5
3054118,967072710_23955056982_135393,step_3,2017-04-04 21:51:11,Control,17.0,68.5
1384630,98290525_99443918739_980142,start,2017-04-27 10:00:04,Control,6.0,55.0
1384630,98290525_99443918739_980142,start,2017-04-27 10:00:04,Control,6.0,55.0
7087545,793664708_83854788940_968132,step_3,2017-04-21 21:48:11,Control,5.0,24.5
7087545,793664708_83854788940_968132,step_3,2017-04-21 21:48:11,Control,5.0,24.5
9519918,481648414_53171013129_612962,start,2017-04-28 10:29:59,Control,14.0,51.5
9519918,481648414_53171013129_612962,start,2017-04-28 10:29:59,Control,14.0,51.5
9519918,481648414_53171013129_612962,start,2017-04-28 10:24:11,Control,14.0,51.5
9519918,481648414_53171013129_612962,start,2017-04-28 10:24:11,Control,14.0,51.5
3835929,417631712_85556326317_144934,start,2017-04-26 18:18:44,Control,16.0,72.0
3835929,417631712_85556326317_144934,start,2017-04-26 18:18:44,Control,16.0,72.0
3835929,417631712_85556326317_144934,start,2017-04-26 18:18:20,Control,16.0,72.0
3835929,417631712_85556326317_144934,start,2017-04-26 18:18:20,Control,16.0,72.0
7711967,347501644_86697596994_573305,start,2017-04-27 12:24:08,Control,31.0,65.5
7711967,347501644_86697596994_573305,start,2017-04-27 12:24:08,Control,31.0,65.5
9545378,685885644_32388237114_956896,start,2017-04-27 22:30:44,Test,8.0,25.0
9545378,685885644_32388237114_956896,start,2017-04-27 22:30:44,Test,8.0,25.0
1969889,525896861_61954867111_322084,start,2017-04-28 12:52:27,Control,16.0,42.0
1969889,525896861_61954867111_322084,start,2017-04-28 12:52:27,Control,16.0,42.0
9187008,165402438_53501628192_420825,step_3,2017-04-09 09:08:53,Control,30.0,55.5
9187008,165402438_53501628192_420825,step_3,2017-04-09 09:08:53,Control,30.0,55.5
276792,602523041_30484735155_367782,step_3,2017-04-09 14:04:46,Test,8.0,37.5
276792,602523041_30484735155_367782,step_3,2017-04-09 14:04:46,Test,8.0,37.5
1589206,209396359_36442816079_354981,start,2017-04-28 13:52:08,Control,21.0,54.5
1589206,209396359_36442816079_354981,start,2017-04-28 13:52:08,Control,21.0,54.5
3265232,191509451_60366182314_871065,start,2017-04-28 07:35:21,Test,11.0,59.5
3265232,191509451_60366182314_871065,start,2017-04-28 07:35:21,Test,11.0,59.5
3272761,861426631_97889423793_787385,step_2,2017-04-16 12:00:36,Control,5.0,70.5
3272761,861426631_97889423793_787385,step_2,2017-04-16 12:00:36,Control,5.0,70.5
6756354,363706142_93841643312_110366,confirm,2017-04-12 17:10:28,Control,18.0,67.5
6756354,363706142_93841643312_110366,confirm,2017-04-12 17:10:28,Control,18.0,67.5
6756354,363706142_93841643312_110366,confirm,2017-04-12 17:10:28,Control,18.0,67.5
505918,565395106_753406891_821633,start,2017-04-28 11:51:38,Test,5.0,27.5
505918,565395106_753406891_821633,start,2017-04-28 11:51:38,Test,5.0,27.5
5027912,953798097_21610606446_437452,start,2017-04-27 17:19:05,Control,6.0,52.5
5027912,953798097_21610606446_437452,start,2017-04-27 17:19:05,Control,6.0,52.5
4034714,456324782_14921457262_237447,start,2017-04-27 17:02:36,Control,4.0,50.5
4034714,456324782_14921457262_237447,start,2017-04-27 17:02:36,Control,4.0,50.5
6986049,576538280_96926893368_64915,step_3,2017-04-11 15:07:41,Control,16.0,37.5
6986049,576538280_96926893368_64915,step_3,2017-04-11 15:07:41,Control,16.0,37.5
6414378,179863316_57245927833_537929,confirm,2017-04-26 19:25:39,Test,29.0,53.5
6414378,179863316_57245927833_537929,confirm,2017-04-26 19:25:39,Test,29.0,53.5
9460951,26636994_34147774946_254753,step_3,2017-04-04 19:13:07,Control,4.0,60.5
9460951,26636994_34147774946_254753,step_3,2017-04-04 19:13:07,Control,4.0,60.5
8656602,954014989_43877852102_573543,start,2017-04-26 12:46:28,Control,19.0,26.0
8656602,954014989_43877852102_573543,start,2017-04-26 12:46:28,Control,19.0,26.0
638651,50849011_87794584795_332743,start,2017-04-26 14:39:13,Control,20.0,59.0
638651,50849011_87794584795_332743,start,2017-04-26 14:39:13,Control,20.0,59.0
9273843,308238434_32018248317_354158,start,2017-04-30 20:32:58,Test,6.0,25.5
